id,gender,education,income,work_status,investment_knowledge,financial_satisfaction_score,risk_tolerance,income_to_debt,difficult_to_pay_bills,know_retirement_amount,confidence_paying_unexpected_need,current_credit_record,worry_about_retirement,finances_makes_me_anxious,finances_makes_me_stressed,savings_account,comfort_asking_questions,employer_provided_retirement_account,self_retirement_account,other_investment_accounts,minimum_credit_card_payement_only,too_much_debt,good_at_daily_financial_matters,good_at_math,financial_knowledge,taken_financial_education,how_many_hours_of_financial_education,cat_gender,cat_employer_provided_retirement_account,cat_self_retirement_account,cat_other_investment_accounts,cat_market_participant,market_participant,cat_work_status,cat_current_credit_record,cat_ft_status
2018018180,2,7,8,4,3,9,4,2,3,1,1,5,1,1,3,1,7,1,1,1,2,2,7,6,6,1,3,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018018181,2,4,2,8,0,4,1,3,1,0,4,2,4,6,6,2,4,2,2,0,2,7,7,7,7,2,0,Female,No,No,Unknown,No,0,Retired,Bad,Other
2018018182,2,2,2,4,0,5,1,2,2,1,4,3,4,4,4,2,4,2,2,2,0,4,4,4,7,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018018183,2,4,4,2,1,7,1,1,3,2,0,0,4,4,4,1,7,1,2,2,2,6,7,4,7,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Unknown,Full-Time
2018018184,1,5,4,2,0,8,3,1,3,2,1,5,7,4,3,1,7,1,2,2,2,3,7,6,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018185,2,5,3,4,1,3,5,1,3,2,3,2,7,6,6,2,7,2,2,2,0,5,7,7,5,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018018186,1,6,2,2,1,9,9,2,3,2,2,4,6,7,5,1,6,1,1,1,1,3,6,6,6,1,2,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018018187,2,4,6,8,3,8,5,3,2,0,2,4,6,7,7,1,6,1,2,1,2,4,6,4,5,2,0,Female,Yes,No,Yes,Yes,1,Retired,Good,Other
2018018188,2,3,6,8,3,5,1,3,2,0,4,2,4,6,6,1,3,2,1,1,1,7,7,7,7,2,0,Female,No,Yes,Yes,Yes,1,Retired,Bad,Other
2018018189,2,5,7,4,1,6,2,0,3,2,1,5,7,4,4,1,7,1,2,2,2,7,7,7,5,1,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018018190,2,7,3,5,0,7,5,2,2,2,1,5,7,6,6,1,7,2,2,2,1,5,6,7,4,2,0,Female,No,No,No,No,0,Full-time student,Very good,Other
2018018191,1,6,7,2,3,6,8,3,2,1,2,3,6,6,6,1,7,1,2,2,1,7,6,4,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018192,1,4,5,8,0,1,10,3,3,0,2,3,3,5,4,1,7,1,2,1,2,7,4,7,6,2,0,Male,Yes,No,Yes,Yes,1,Retired,About average,Other
2018018193,1,5,1,5,1,1,1,2,1,2,4,2,7,6,6,2,5,2,2,2,1,7,4,7,6,2,0,Male,No,No,No,No,0,Full-time student,Bad,Other
2018018194,2,5,5,2,1,1,3,2,1,2,4,2,7,7,7,2,1,2,2,2,1,7,5,7,4,2,0,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018018195,1,4,4,2,0,3,3,3,2,2,3,2,4,4,5,1,5,2,2,2,2,5,5,5,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018018196,2,7,7,2,1,6,7,3,3,1,1,5,4,4,3,1,5,1,1,1,2,2,6,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018197,1,7,5,1,3,6,4,1,3,2,1,5,2,2,2,1,6,2,1,2,2,4,6,6,6,2,0,Male,No,Yes,No,Yes,1,Self-employed,Very good,Other
2018018198,2,4,5,2,0,7,6,2,3,2,1,4,5,4,4,1,7,1,2,2,2,1,6,6,6,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018018199,1,6,6,2,0,8,4,1,3,1,1,5,2,3,3,1,6,1,2,2,2,1,6,6,6,1,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018200,2,4,2,3,1,1,2,2,1,2,4,1,6,6,7,1,5,1,2,2,1,7,5,3,4,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Very bad,Other
2018018201,2,3,4,3,0,2,1,2,2,2,2,3,4,6,5,1,5,1,2,2,1,7,6,7,5,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,About average,Other
2018018202,1,4,3,2,0,1,8,2,3,2,3,5,0,6,5,1,7,2,2,2,2,7,6,7,6,2,0,Male,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018018203,1,2,4,2,1,6,8,1,3,0,2,3,5,4,4,1,4,1,0,2,1,5,6,7,5,1,2,Male,Yes,Unknown,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018204,2,5,4,2,1,1,3,1,3,2,1,5,6,6,3,1,7,1,2,2,2,7,7,7,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018205,1,2,6,2,0,7,3,1,3,2,1,5,6,6,6,1,4,2,1,1,2,6,7,6,5,2,0,Male,No,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018206,2,5,5,7,0,1,7,3,1,2,4,2,7,7,7,2,1,2,2,0,0,7,4,7,5,1,3,Female,No,No,Unknown,No,0,Unemployed or temporarily laid off,Bad,Other
2018018207,2,4,2,2,0,10,6,3,3,2,1,0,4,4,4,2,7,2,2,2,0,1,4,4,5,2,0,Female,No,No,No,No,0,Work full-time for an employer,Unknown,Full-Time
2018018208,2,4,1,2,0,3,1,3,2,2,4,1,0,7,7,1,6,2,2,2,1,7,4,7,3,2,0,Female,No,No,No,No,0,Work full-time for an employer,Very bad,Full-Time
2018018209,2,2,3,3,2,1,1,2,1,2,4,3,0,0,0,1,7,2,2,0,1,4,4,4,0,2,0,Female,No,No,Unknown,No,0,Work part-time for an employer,About average,Other
2018018210,2,1,2,2,0,1,3,2,1,2,4,1,7,7,7,2,1,1,2,2,0,7,4,4,1,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018018211,2,2,4,2,0,6,8,1,2,2,2,2,7,7,6,2,4,2,2,0,1,7,1,7,7,2,0,Female,No,No,Unknown,No,0,Work full-time for an employer,Bad,Full-Time
2018018212,2,5,3,2,0,1,3,1,1,2,4,2,4,4,6,1,4,2,2,2,0,7,5,5,4,1,1,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018018213,2,6,6,3,1,7,8,2,3,1,1,5,6,5,5,1,6,1,1,1,2,7,6,6,7,2,0,Female,Yes,Yes,Yes,Yes,1,Work part-time for an employer,Very good,Other
2018018214,2,7,7,8,3,6,2,1,3,0,2,5,0,4,4,1,7,1,1,2,2,1,7,6,5,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018018215,2,2,4,4,3,7,5,2,2,0,3,3,6,6,5,2,6,2,2,2,0,5,4,4,6,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018018216,2,6,4,2,3,3,7,1,2,2,2,5,6,4,2,1,7,0,2,1,1,7,7,6,5,2,0,Female,Unknown,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018217,2,4,3,4,3,2,8,3,3,2,4,3,6,6,6,2,1,2,2,0,0,5,5,5,5,2,0,Female,No,No,Unknown,No,0,Homemaker,About average,Other
2018018218,1,2,7,2,1,5,5,1,3,2,1,5,3,5,5,1,7,1,1,2,2,3,7,7,5,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018219,2,2,2,2,0,2,2,1,3,2,3,5,5,5,5,1,5,1,2,2,1,5,5,5,5,0,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018220,1,2,4,5,0,5,5,3,2,2,3,3,4,4,4,1,4,2,2,2,0,1,4,6,3,2,0,Male,No,No,No,No,0,Full-time student,About average,Other
2018018221,1,6,6,2,0,7,2,1,3,2,3,4,6,5,4,0,6,2,2,0,0,2,7,2,4,2,0,Male,No,No,Unknown,No,0,Work full-time for an employer,Good,Full-Time
2018018222,2,4,5,7,0,3,1,3,3,2,2,4,5,6,5,1,5,2,2,2,2,5,6,4,4,2,1,Female,No,No,No,No,0,Unemployed or temporarily laid off,Good,Other
2018018223,2,5,2,1,2,5,3,3,2,2,3,2,0,7,7,2,7,2,2,0,2,4,4,4,5,1,3,Female,No,No,Unknown,No,0,Self-employed,Bad,Other
2018018224,2,4,3,2,0,6,5,2,1,1,3,4,7,7,6,1,7,2,2,2,1,5,7,7,6,2,0,Female,No,No,No,No,0,Work full-time for an employer,Good,Full-Time
2018018225,2,1,8,1,3,10,1,3,3,2,1,5,1,1,1,2,0,2,2,1,0,1,7,7,5,2,0,Female,No,No,Yes,Yes,1,Self-employed,Very good,Other
2018018226,2,7,8,2,1,10,3,1,3,1,1,5,1,1,1,1,1,1,2,1,2,1,7,7,7,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018227,2,4,1,4,0,2,2,2,2,2,4,2,7,5,5,2,4,2,2,0,0,1,5,5,3,2,0,Female,No,No,Unknown,No,0,Homemaker,Bad,Other
2018018228,2,7,6,2,0,6,4,1,2,2,2,4,3,7,7,1,7,1,0,1,2,5,2,1,2,2,0,Female,Yes,Unknown,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018018229,2,2,3,2,1,5,5,2,1,2,4,3,4,4,4,2,4,1,2,2,2,4,4,4,5,1,3,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018230,2,2,4,8,0,9,7,3,3,0,2,5,1,1,1,1,7,2,1,1,2,1,7,5,6,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018018231,2,6,4,2,1,1,2,3,1,1,4,3,4,7,7,2,5,2,2,0,1,7,7,6,7,1,3,Female,No,No,Unknown,No,0,Work full-time for an employer,About average,Full-Time
2018018232,2,6,5,4,2,2,2,3,2,2,3,2,7,6,6,1,2,0,2,2,0,7,5,5,5,0,0,Female,Unknown,No,No,No,0,Homemaker,Bad,Other
2018018233,2,4,5,4,1,7,1,1,3,1,2,2,1,6,6,1,4,2,2,2,0,7,7,7,5,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018018234,1,4,6,8,1,9,8,1,3,0,1,5,1,1,1,1,7,2,0,1,2,2,7,7,5,2,0,Male,No,Unknown,Yes,Yes,1,Retired,Very good,Other
2018018235,2,4,3,6,0,6,7,2,1,2,3,3,4,7,7,2,0,2,2,0,0,4,4,3,5,2,0,Female,No,No,Unknown,No,0,"Permanently sick, disabled, or unable to work",About average,Other
2018018236,2,6,6,2,1,7,7,3,2,2,2,4,7,7,7,1,6,1,2,2,0,6,4,6,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018018237,2,2,5,4,3,7,4,1,3,1,2,4,7,7,6,2,5,2,2,2,1,6,4,7,5,2,0,Female,No,No,No,No,0,Homemaker,Good,Other
2018018238,2,2,4,3,3,3,2,3,2,2,3,5,4,2,1,2,7,2,2,2,2,1,1,4,5,2,0,Female,No,No,No,No,0,Work part-time for an employer,Very good,Other
2018018239,2,4,6,2,0,6,4,3,2,2,3,3,5,7,7,1,2,2,1,2,1,5,5,7,5,1,3,Female,No,Yes,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018240,2,7,8,2,3,7,3,3,3,2,1,5,4,2,6,1,4,1,1,2,2,3,6,6,6,1,3,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018241,1,6,5,2,0,4,9,3,2,1,2,4,5,6,5,1,7,1,1,2,2,5,4,5,4,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018018242,1,7,7,2,1,7,9,1,3,1,1,4,6,6,5,1,7,1,1,1,1,5,6,7,6,1,3,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018018243,2,4,4,7,3,2,4,2,2,1,3,2,7,7,7,1,6,0,2,2,1,7,6,5,2,2,0,Female,Unknown,No,No,No,0,Unemployed or temporarily laid off,Bad,Other
2018018244,2,2,3,4,3,3,2,2,2,2,3,3,5,7,7,0,5,0,2,2,1,5,5,6,5,2,1,Female,Unknown,No,No,No,0,Homemaker,About average,Other
2018018245,2,6,4,4,3,3,5,2,2,2,3,3,7,7,6,2,7,1,2,2,2,7,7,4,6,1,2,Female,Yes,No,No,Yes,1,Homemaker,About average,Other
2018018246,2,7,4,2,0,8,7,1,3,1,1,5,3,3,2,1,7,1,1,1,2,1,7,7,6,2,3,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018247,2,7,5,8,1,7,2,1,3,0,2,0,4,4,4,1,5,0,0,2,2,4,5,5,4,2,0,Female,Unknown,Unknown,No,No,0,Retired,Unknown,Other
2018018248,2,1,4,4,3,3,3,3,1,2,4,2,0,5,6,0,4,1,2,0,0,6,4,5,5,2,0,Female,Yes,No,Unknown,Yes,1,Homemaker,Bad,Other
2018018249,1,4,6,8,1,9,8,3,3,0,1,5,3,3,4,1,7,1,1,1,2,1,7,6,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018250,2,7,3,1,0,4,1,3,3,0,1,3,5,4,4,1,4,2,2,2,0,1,6,6,6,2,0,Female,No,No,No,No,0,Self-employed,About average,Other
2018018251,2,4,7,4,2,7,7,1,3,2,1,5,3,5,5,1,5,2,2,2,2,3,5,5,5,2,0,Female,No,No,No,No,0,Homemaker,Very good,Other
2018018252,2,4,6,2,1,6,7,1,3,1,1,5,6,6,4,1,6,1,2,2,2,5,6,6,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018253,2,3,3,4,3,7,5,3,2,2,0,4,7,4,7,2,7,1,1,2,0,5,4,5,5,2,0,Female,Yes,Yes,No,Yes,1,Homemaker,Good,Other
2018018254,2,2,7,5,0,7,4,1,2,1,2,4,6,4,4,1,6,0,0,1,1,3,4,5,4,2,0,Female,Unknown,Unknown,Yes,Yes,1,Full-time student,Good,Other
2018018255,2,6,6,3,1,7,2,2,2,1,1,5,4,5,1,1,7,1,1,2,2,1,7,6,5,2,3,Female,Yes,Yes,No,Yes,1,Work part-time for an employer,Very good,Other
2018018256,2,4,3,2,0,6,8,2,2,2,3,3,6,5,5,1,3,2,2,2,0,2,4,5,3,2,0,Female,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018018257,2,2,5,4,1,1,6,2,2,2,1,4,7,5,6,1,4,1,1,2,1,7,7,7,5,2,0,Female,Yes,Yes,No,Yes,1,Homemaker,Good,Other
2018018258,1,2,3,1,0,2,1,3,2,1,3,5,7,6,6,1,4,2,2,2,2,4,6,5,3,2,0,Male,No,No,No,No,0,Self-employed,Very good,Other
2018018259,2,4,3,4,3,2,5,2,2,2,4,4,7,5,4,1,7,1,2,2,1,4,7,5,5,1,0,Female,Yes,No,No,Yes,1,Homemaker,Good,Other
2018018260,2,4,4,8,3,7,8,3,2,0,4,2,1,2,2,2,7,2,2,2,2,6,7,7,6,2,0,Female,No,No,No,No,0,Retired,Bad,Other
2018018261,1,4,5,6,3,7,4,1,3,1,2,3,1,1,1,2,7,1,2,2,2,1,7,7,7,1,3,Male,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",About average,Other
2018018262,2,5,5,6,1,1,5,2,2,1,1,3,1,7,7,1,7,2,1,2,2,7,6,2,4,1,3,Female,No,Yes,No,Yes,1,"Permanently sick, disabled, or unable to work",About average,Other
2018018263,1,6,6,8,1,9,7,1,3,0,1,5,3,2,1,1,7,1,1,1,2,1,6,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018264,1,6,3,2,0,1,3,2,1,2,4,2,1,6,4,1,3,2,2,2,1,7,5,4,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018018265,2,6,5,8,3,8,1,3,3,0,1,5,4,4,3,1,6,1,1,2,2,5,7,7,5,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018018266,2,4,4,4,3,3,4,3,2,2,4,2,5,5,5,2,5,2,2,2,2,6,3,4,4,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018018267,2,2,1,7,0,1,2,2,1,2,4,1,7,7,6,1,7,2,2,2,0,7,1,3,1,2,0,Female,No,No,No,No,0,Unemployed or temporarily laid off,Very bad,Other
2018018268,2,4,3,2,0,7,1,1,3,2,2,4,7,4,2,2,7,2,2,2,0,1,7,6,4,2,0,Female,No,No,No,No,0,Work full-time for an employer,Good,Full-Time
2018018269,1,4,5,6,0,1,6,2,1,2,4,1,7,7,7,2,4,2,2,2,0,7,6,6,5,2,2,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very bad,Other
2018018270,2,4,7,2,1,8,8,3,2,1,1,5,3,6,5,1,6,1,1,1,2,3,7,7,7,0,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018271,2,4,4,5,0,2,7,3,2,2,4,3,4,6,6,1,4,2,2,2,1,6,5,5,4,2,0,Female,No,No,No,No,0,Full-time student,About average,Other
2018018272,2,3,5,2,1,4,7,3,3,2,3,5,4,4,4,2,4,1,0,2,2,1,7,7,4,2,0,Female,Yes,Unknown,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018273,2,4,3,2,0,1,1,1,2,1,4,3,7,7,7,1,7,1,2,2,2,5,7,2,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018274,2,2,6,4,1,7,10,3,3,1,1,5,5,5,5,1,7,1,1,1,2,1,7,3,6,2,0,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018018275,1,2,6,2,1,10,9,1,3,1,1,5,7,7,5,1,7,1,1,1,1,7,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018276,1,6,5,2,1,10,0,2,3,0,2,5,7,7,7,0,7,0,2,1,2,7,7,7,5,2,0,Male,Unknown,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018277,2,3,1,3,0,1,3,0,2,2,3,2,4,1,1,2,6,1,2,0,0,1,5,3,2,2,0,Female,Yes,No,Unknown,Yes,1,Work part-time for an employer,Bad,Other
2018018278,1,1,4,5,0,7,4,1,3,2,3,3,4,4,4,1,4,2,2,2,0,1,4,5,6,1,3,Male,No,No,No,No,0,Full-time student,About average,Other
2018018279,2,6,3,8,0,5,2,3,2,0,2,5,6,6,4,1,7,1,2,2,2,2,7,6,5,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018018280,2,6,4,2,0,3,6,1,3,2,2,3,6,5,5,1,5,1,1,2,2,5,5,5,5,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018281,1,7,4,8,1,9,7,3,3,0,1,5,4,4,4,1,6,1,1,1,2,1,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018282,2,5,1,8,0,1,6,2,1,0,4,2,7,7,7,2,0,2,2,2,0,4,6,0,5,1,0,Female,No,No,No,No,0,Retired,Bad,Other
2018018283,2,2,6,4,3,9,5,1,3,1,1,5,3,4,2,1,4,1,1,1,2,1,4,4,6,2,0,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018018284,1,6,6,2,0,7,9,3,3,1,1,5,5,4,4,1,5,1,2,1,2,2,6,6,6,1,3,Male,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018285,1,2,1,2,2,1,5,2,1,2,3,1,0,0,0,0,0,2,2,2,2,0,4,4,0,0,0,Male,No,No,No,No,0,Work full-time for an employer,Very bad,Full-Time
2018018286,1,3,2,2,1,6,3,2,2,1,2,1,3,3,6,2,2,1,1,1,1,7,5,4,6,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018018287,2,4,5,2,3,3,6,3,2,1,4,3,7,7,7,2,7,1,2,2,1,6,6,6,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018288,2,7,5,2,0,5,4,3,3,2,1,5,7,3,1,1,7,1,2,2,2,4,7,7,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018289,1,2,4,2,0,6,3,3,2,2,0,3,2,2,5,1,4,2,2,2,0,2,2,3,4,2,0,Male,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018018290,2,7,5,4,1,7,7,3,3,2,2,4,1,1,1,1,7,2,2,0,2,4,5,5,5,2,0,Female,No,No,Unknown,No,0,Homemaker,Good,Other
2018018291,1,7,6,2,1,6,6,1,3,1,1,4,5,5,3,1,7,1,1,1,1,3,5,5,4,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018018292,2,7,6,8,1,6,3,3,3,0,1,5,4,5,4,1,7,1,1,2,2,5,7,6,4,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018018293,2,4,6,4,3,8,4,1,3,2,1,2,5,6,4,1,4,2,2,2,2,7,7,7,4,1,3,Female,No,No,No,No,0,Homemaker,Bad,Other
2018018294,2,6,1,6,0,4,1,3,2,2,1,0,4,6,2,1,7,2,2,2,0,6,7,7,6,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Unknown,Other
2018018295,2,5,1,4,1,7,6,1,3,1,1,5,2,3,2,1,7,2,1,2,2,2,7,7,6,2,0,Female,No,Yes,No,Yes,1,Homemaker,Very good,Other
2018018296,2,3,4,2,1,10,10,1,1,1,4,4,7,7,7,2,7,1,2,2,1,7,7,6,7,1,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018018297,2,2,1,4,0,1,0,0,0,1,4,0,7,7,7,2,1,2,2,0,1,1,1,3,1,2,0,Female,No,No,Unknown,No,0,Homemaker,Unknown,Other
2018018298,2,3,4,2,3,5,3,3,2,2,3,3,4,5,4,2,4,1,2,0,1,5,4,2,5,2,0,Female,Yes,No,Unknown,Yes,1,Work full-time for an employer,About average,Full-Time
2018018299,2,4,1,3,0,1,6,2,2,2,2,0,7,7,7,2,1,2,2,2,0,2,7,4,2,2,0,Female,No,No,No,No,0,Work part-time for an employer,Unknown,Other
2018018300,2,6,1,4,3,5,5,2,2,1,0,5,6,6,7,2,7,1,2,2,1,5,3,2,4,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018018301,1,6,7,3,1,7,4,3,3,1,1,5,3,2,1,1,7,1,1,1,2,5,6,5,5,1,3,Male,Yes,Yes,Yes,Yes,1,Work part-time for an employer,Very good,Other
2018018302,2,4,2,5,1,5,4,1,2,2,3,3,6,4,5,2,6,2,2,0,0,1,5,5,4,2,0,Female,No,No,Unknown,No,0,Full-time student,About average,Other
2018018303,2,4,3,4,1,7,9,1,2,2,2,2,3,3,5,2,5,2,2,0,0,3,6,6,5,2,0,Female,No,No,Unknown,No,0,Homemaker,Bad,Other
2018018304,1,4,7,2,1,7,7,3,2,1,1,2,5,4,5,1,4,1,2,2,1,4,7,7,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018018305,2,4,1,7,2,1,4,2,2,0,4,2,7,7,7,2,4,2,2,2,1,7,4,2,3,2,0,Female,No,No,No,No,0,Unemployed or temporarily laid off,Bad,Other
2018018306,1,6,5,8,1,10,7,3,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018307,2,1,3,6,1,4,3,2,2,2,3,2,1,4,1,2,4,2,2,2,0,1,4,4,4,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018018308,2,4,5,3,1,6,5,3,2,2,0,2,7,7,7,1,7,1,2,0,0,6,5,5,5,2,0,Female,Yes,No,Unknown,Yes,1,Work part-time for an employer,Bad,Other
2018018309,2,7,7,2,3,3,6,1,2,1,1,5,5,7,5,0,7,1,1,1,2,7,7,7,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018310,2,4,1,8,0,8,0,3,3,0,2,5,4,1,1,1,7,2,2,1,1,4,7,7,6,2,0,Female,No,No,Yes,Yes,1,Retired,Very good,Other
2018018311,1,5,4,2,2,10,10,2,1,1,1,4,7,7,6,1,7,2,1,2,2,7,2,3,4,1,2,Male,No,Yes,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018018312,1,6,5,2,0,8,6,2,3,1,1,4,6,2,1,1,7,1,1,1,2,1,7,6,6,1,3,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018018313,1,3,2,6,3,2,1,3,2,2,4,3,6,2,1,1,6,2,2,2,0,6,5,4,4,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",About average,Other
2018018314,2,7,2,2,1,1,2,2,1,2,4,2,4,7,7,2,1,2,2,0,0,7,5,7,5,2,0,Female,No,No,Unknown,No,0,Work full-time for an employer,Bad,Full-Time
2018018315,1,2,3,4,0,10,6,3,2,1,2,0,1,1,1,1,4,1,1,2,0,1,7,7,7,1,3,Male,Yes,Yes,No,Yes,1,Homemaker,Unknown,Other
2018018316,1,6,7,2,0,7,3,1,3,1,1,5,3,4,4,1,7,1,1,2,1,1,7,7,5,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018018317,2,6,4,2,0,3,2,1,2,2,4,3,6,5,3,1,3,1,2,2,1,6,5,2,3,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018318,2,7,8,8,3,10,5,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018319,2,6,5,1,3,6,4,3,2,2,2,3,7,7,7,2,6,2,2,2,0,7,5,3,4,2,0,Female,No,No,No,No,0,Self-employed,About average,Other
2018018320,1,6,6,8,1,8,4,1,3,0,1,5,2,4,4,1,7,1,1,1,2,2,7,6,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018321,2,6,6,8,1,9,7,1,3,0,1,5,2,3,2,1,6,1,1,1,2,2,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018018322,2,4,3,3,0,8,5,3,3,1,2,5,4,2,2,1,7,1,2,2,2,2,7,6,4,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Very good,Other
2018018323,1,6,6,1,1,10,10,1,1,1,1,5,7,7,7,1,7,1,1,1,1,7,7,7,7,1,0,Male,Yes,Yes,Yes,Yes,1,Self-employed,Very good,Other
2018018324,2,1,3,5,0,5,6,3,3,0,2,4,3,5,5,1,5,2,1,2,1,4,4,4,4,0,0,Female,No,Yes,No,Yes,1,Full-time student,Good,Other
2018018325,2,6,5,2,1,4,1,1,3,2,1,3,1,3,3,1,7,0,1,2,1,2,6,7,6,1,0,Female,Unknown,Yes,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018018326,1,2,4,2,1,7,2,1,3,2,1,5,5,3,3,1,7,2,2,2,2,2,7,5,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
